Symbol,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, ISIN NUMBER, FACE VALUE
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-Jul-16,10,INE323J01019,10
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-Jun-21,10,INE073K01018,10
SONAMLTD,SONAM LIMITED,EQ,07-Apr-22,5,INE00LM01029,5
SONATSOFTW,Sonata Software Limited,EQ,28-Jul-99,1,INE269A01021,1
SOTL,Savita Oil Technologies Limited,EQ,28-Jun-95,2,INE035D01020,2
SOUTHBANK,The South Indian Bank Limited,EQ,08-Dec-98,1,INE683A01023,1
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-Apr-19,10,INE980Y01015,10
SPAL,S. P. Apparels Limited,EQ,12-Aug-16,10,INE212I01016,10
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-Aug-19,10,INE572J01011,10
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-07,1,INE232I01014,1
SPCENET,Spacenet Enterprises India Limited,BE,10-Jan-17,1,INE970N01027,1
SPECIALITY,Speciality Restaurants Limited,EQ,30-May-12,10,INE247M01014,10
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-Mar-25,10,INE01EO01010,10
SPENCERS,Spencer's Retail Limited,EQ,25-Jan-19,5,INE020801028,5
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-Jan-96,10,INE147A01011,10
SPLIL,SPL Industries Limited,BE,26-Jul-05,10,INE978G01016,10
SPLPETRO,Supreme Petrochem Limited,EQ,24-May-22,2,INE663A01033,2
SPMLINFRA,SPML Infra Limited,EQ,14-Feb-96,2,INE937A01023,2
SPORTKING,Sportking India Limited,EQ,24-Aug-22,1,INE885H01029,1
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-Oct-24,10,INE01NE01012,10
SREEL,Sreeleathers Limited,EQ,01-Jan-14,10,INE099F01013,10
SRF,SRF Limited,EQ,18-Aug-03,10,INE647A01010,10
SRGHFL,SRG Housing Finance Limited,EQ,21-Aug-23,10,INE559N01010,10
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-May-07,10,INE917H01012,10
SRM,SRM Contractors Limited,EQ,03-Apr-24,10,INE0R6Z01013,10
SRPL,Shree Ram Proteins Limited,BZ,23-Sep-20,1,INE008Z01020,1
SSDL,Saraswati Saree Depot Limited,EQ,20-Aug-24,10,INE0PQ101010,10
SSWL,Steel Strips Wheels Limited,EQ,06-Jun-05,1,INE802C01033,1
STALLION,Stallion India Fluorochemicals Limited,BE,23-Jan-25,10,INE0RYC01010,10
STANLEY,Stanley Lifestyles Limited,EQ,28-Jun-24,2,INE01A001028,2
STAR,Strides Pharma Science Limited,EQ,02-Feb-00,10,INE939A01011,10
STARCEMENT,Star Cement Limited,EQ,16-Jun-17,1,INE460H01021,1
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-Dec-21,10,INE575P01011,10
STARPAPER,Star Paper Mills Limited,EQ,13-Sep-95,10,INE733A01018,10
STARTECK,Starteck Finance Limited,EQ,04-May-22,10,INE992I01013,10
STCINDIA,The State Trading Corporation of India Limited,EQ,01-Apr-03,10,INE655A01013,10
STEELCAS,Steelcast Limited,EQ,23-Nov-21,5,INE124E01020,5
STEELCITY,Steel City Securities Limited,EQ,27-Jun-19,10,INE395H01011,10
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-17,1,INE503B01021,1
STEL,Stel Holdings Limited,BE,09-Feb-11,10,INE577L01016,10
STERTOOLS,Sterling Tools Limited,EQ,02-Feb-06,2,INE334A01023,2
STLTECH,Sterlite Technologies Limited,EQ,08-Dec-00,2,INE089C01029,2
STOVEKRAFT,Stove Kraft Limited,EQ,05-Feb-21,10,INE00IN01015,10
STYLAMIND,Stylam Industries Limited,EQ,02-Aug-21,5,INE239C01020,5
STYLEBAAZA,Baazar Style Retail Limited,EQ,06-Sep-24,5,INE01FR01028,5
STYRENIX,Styrenix Performance Materials Limited,EQ,29-Mar-95,10,INE189B01011,10
SUBEXLTD,Subex Limited,EQ,05-Nov-20,5,INE754A01055,5
SUBROS,Subros Limited,EQ,13-Jul-05,2,INE287B01021,2
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-May-95,2,INE659A01023,2
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-Nov-22,5,INE450E01029,5
SULA,Sula Vineyards Limited,EQ,22-Dec-22,2,INE142Q01026,2
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-Jan-20,10,INE258G01013,10
SUMIT,Sumit Woods Limited,EQ,30-Jul-19,10,INE748Z01013,10
SUMMITSEC,Summit Securities Limited,EQ,28-Jan-11,10,INE519C01017,10
SUNCLAY,Sundaram Clayton Limited,EQ,29-Dec-23,5,INE0Q3R01026,5
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-Jun-10,1,INE108E01023,1
SUNDARMFIN,Sundaram Finance Limited,EQ,07-Jan-98,10,INE660A01013,10
SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-Mar-18,5,INE202Z01029,5
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-Jul-96,10,INE073D01013,10
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-Jun-00,1,INE387A01021,1
SUNDROP,Sundrop Brands Limited,EQ,06-Dec-02,10,INE209A01019,10
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-Sep-05,10,INE947A01014,10
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-Feb-95,1,INE044A01036,1
SUNTECK,Sunteck Realty Limited,EQ,13-Nov-09,1,INE805D01034,1
SUNTV,Sun TV Network Limited,EQ,24-Apr-06,5,INE424H01027,5
SUPERHOUSE,Superhouse Limited,EQ,26-Sep-14,10,INE712B01010,10
SUPERSPIN,Super Spinning Mills Limited,EQ,08-Jul-04,1,INE662A01027,1
SUPRAJIT,Suprajit Engineering Limited,EQ,18-Feb-05,1,INE399C01030,1
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-Feb-25,10,INE822E01011,10
SUPREMEENG,Supreme Engineering Limited,BE,04-Dec-20,1,INE319Z01021,1
SUPREMEIND,Supreme Industries Limited,EQ,19-Jul-95,2,INE195A01028,2
SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-Oct-07,10,INE550H01011,10
SUPRIYA,Supriya Lifescience Limited,EQ,28-Dec-21,2,INE07RO01027,2
SURAJEST,Suraj Estate Developers Limited,EQ,26-Dec-23,5,INE843S01025,5
SURAJLTD,Suraj Limited,EQ,29-Aug-24,10,INE713C01016,10
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-Dec-24,2,INE877V01027,2
SURANASOL,Surana Solar Limited,EQ,07-Jan-11,5,INE272L01022,5
SURANAT&P,Surana Telecom and Power Limited,EQ,22-May-02,1,INE130B01031,1
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-Jun-05,10,INE713B01026,10
SURYAROSNI,Surya Roshni Limited,EQ,10-May-95,5,INE335A01020,5
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-Mar-21,10,INE428Q01011,10
SUTLEJTEX,Sutlej Textiles and Industries Limited,BE,14-Dec-06,1,INE645H01027,1
SUULD,Suumaya Industries Limited,BZ,19-Oct-20,10,INE591Q01016,10
SUVEN,Suven Life Sciences Limited,EQ,23-Oct-03,1,INE495B01038,1
SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-Mar-20,1,INE03QK01018,1
SUVIDHAA,Suvidhaa Infoserve Limited,BE,31-Mar-21,1,INE018401013,1
SUYOG,Suyog Telematics Limited,BE,20-Aug-24,10,INE442P01014,10
SUZLON,Suzlon Energy Limited,EQ,19-Oct-05,2,INE040H01021,2
SVLL,Shree Vasu Logistics Limited,EQ,21-Apr-23,10,INE00CE01017,10
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,BE,14-Jul-21,1,INE308E01029,1
SWANENERGY,Swan Energy Limited,EQ,29-May-12,1,INE665A01038,1
SWARAJENG,Swaraj Engines Limited,EQ,06-Dec-95,10,INE277A01016,10
SWELECTES,Swelect Energy Systems Limited,BE,09-May-06,10,INE409B01013,10
SWIGGY,Swiggy Limited,EQ,13-Nov-24,1,INE00H001014,1
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-Aug-19,1,INE00M201021,1
SYMPHONY,Symphony Limited,EQ,15-Jun-11,2,INE225D01027,2
SYNCOMF,Syncom Formulations (India) Limited,EQ,18-Nov-22,1,INE312C01025,1
SYNGENE,Syngene International Limited,EQ,11-Aug-15,10,INE398R01022,10
SYRMA,Syrma SGS Technology Limited,EQ,26-Aug-22,10,INE0DYJ01015,10
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-Jul-95,10,INE123C01018,10
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-Dec-00,2,INE586B01026,2
TAKE,Take Solutions Limited,BZ,27-Aug-07,1,INE142I01023,1
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-Sep-06,2,INE187D01029,2
TANLA,Tanla Platforms Limited,EQ,05-Jan-07,1,INE483C01032,1
TARACHAND,Tara Chand InfraLogistic Solutions Limited,BE,16-Apr-24,2,INE555Z01020,2
TARAPUR,Tarapur Transformers Limited,BE,18-May-10,10,INE747K01017,10
TARC,TARC Limited,EQ,18-Dec-20,2,INE0EK901012,2
TARIL,Transformers And Rectifiers (India) Limited,EQ,28-Dec-07,1,INE763I01026,1
TARMAT,Tarmat Limited,EQ,09-Jul-07,10,INE924H01018,10
TARSONS,Tarsons Products Limited,EQ,26-Nov-21,2,INE144Z01023,2
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-Mar-17,10,INE488B01017,10
TATACHEM,Tata Chemicals Limited,EQ,01-Apr-99,10,INE092A01019,10
TATACOMM,Tata Communications Limited,EQ,12-Apr-95,10,INE151A01013,10
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-Nov-98,1,INE192A01025,1
TATAELXSI,Tata Elxsi Limited,EQ,17-Sep-03,10,INE670A01012,10
TATAINVEST,Tata Investment Corporation Limited,EQ,24-Jun-98,10,INE672A01018,10
TATAMOTORS,Tata Motors Limited,EQ,22-Jul-98,2,INE155A01022,2
TATAPOWER,Tata Power Company Limited,EQ,03-Apr-96,1,INE245A01021,1
TATASTEEL,Tata Steel Limited,EQ,18-Nov-98,1,INE081A01020,1
TATATECH,Tata Technologies Limited,EQ,30-Nov-23,2,INE142M01025,2
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-Jul-21,10,INE0GK401011,10
TBOTEK,TBO Tek Limited,EQ,15-May-24,1,INE673O01025,1
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-May-12,10,INE760L01018,10
TCI,Transport Corporation of India Limited,EQ,21-Jan-02,2,INE688A01022,2
TCIEXP,TCI Express Limited,EQ,15-Dec-16,2,INE586V01016,2
TCIFINANCE,TCI Finance Limited,EQ,21-May-97,10,INE911B01018,10
TCPLPACK,TCPL Packaging Limited,EQ,17-Oct-17,10,INE822C01015,10
TCS,Tata Consultancy Services Limited,EQ,25-Aug-04,1,INE467B01029,1
TDPOWERSYS,TD Power Systems Limited,EQ,08-Sep-11,2,INE419M01027,2
TEAMLEASE,Teamlease Services Limited,EQ,12-Feb-16,10,INE985S01024,10
TECHM,Tech Mahindra Limited,EQ,28-Aug-06,5,INE669C01036,5
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-Dec-18,2,INE285K01026,2
TEGA,Tega Industries Limited,EQ,13-Dec-21,10,INE011K01018,10
TEJASNET,Tejas Networks Limited,EQ,27-Jun-17,10,INE010J01012,10
TEMBO,Tembo Global Industries Limited,BE,23-Apr-21,10,INE869Y01010,10
TERASOFT,Tera Software Limited,BE,29-Dec-16,10,INE482B01010,10
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-Sep-04,1,INE435C01024,1
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-Mar-10,10,INE141K01013,10
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-Mar-11,1,INE621L01012,1
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-Jul-00,10,INE305A01015,10
TFL,Transwarranty Finance Limited,BE,26-Feb-07,10,INE804H01012,10
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-May-07,10,INE797H01018,10
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-Feb-10,10,INE085J01014,10
THEINVEST,The Investment Trust Of India Limited,EQ,02-Aug-17,10,INE924D01017,10
THEJO,Thejo Engineering Limited,EQ,10-Oct-23,10,INE121N01019,10
THEMISMED,Themis Medicare Limited,EQ,02-Apr-07,1,INE083B01024,1
THERMAX,Thermax Limited,EQ,30-Aug-95,2,INE152A01029,2
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-Jun-00,1,INE332A01027,1
THOMASCOTT,Thomas Scott (India) Limited,BE,30-Jan-12,10,INE480M01011,10
THYROCARE,Thyrocare Technologies Limited,EQ,09-May-16,10,INE594H01019,10
TI,Tilaknagar Industries Limited,EQ,16-Jul-10,10,INE133E01013,10
TICL,Twamev Construction and Infrastructure Limited,BE,16-Oct-23,1,INE388G01026,1
TIIL,Technocraft Industries (India) Limited,EQ,12-Feb-07,10,INE545H01011,10
TIINDIA,Tube Investments of India Limited,EQ,02-Nov-17,1,INE974X01010,1
TIJARIA,Tijaria Polypipes Limited,BE,14-Oct-11,10,INE440L01017,10
TIL,TIL Limited,EQ,27-Sep-95,10,INE806C01018,10
TIMESGTY,Times Guaranty Limited,EQ,11-Jun-02,10,INE289C01025,10
TIMETECHNO,Time Technoplast Limited,EQ,13-Jun-07,1,INE508G01029,1
TIMKEN,Timken India Limited,EQ,06-Feb-07,10,INE325A01013,10
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,17-Apr-25,10,INE015C01016,10
TIPSFILMS,Tips Films Limited,EQ,06-Oct-22,10,INE0LQS01015,10
TIPSMUSIC,Tips Music Limited,EQ,10-Nov-00,1,INE716B01029,1
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-May-03,1,INE338A01024,1
TIRUPATIFL,Tirupati Forge Limited,BE,04-Aug-20,2,INE319Y01024,2
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-Apr-08,2,INE615H01020,2
TITAN,Titan Company Limited,EQ,24-Sep-04,1,INE280A01028,1
TMB,Tamilnad Mercantile Bank Limited,EQ,15-Sep-22,10,INE668A01016,10
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-Oct-99,10,INE148A01019,10
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-96,10,INE107A01015,10
TNTELE,Tamilnadu Telecommunication Limited,EQ,04-Feb-03,10,INE141D01018,10
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-Oct-95,10,INE932C01012,10
TOLINS,Tolins Tyres Limited,BE,16-Sep-24,5,INE0RWQ01014,5
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-Nov-02,5,INE685A01028,5
TORNTPOWER,Torrent Power Limited,EQ,28-Nov-06,10,INE813H01021,10
TOTAL,Total Transport Systems Limited,EQ,28-Aug-20,10,INE336X01012,10
TOUCHWOOD,Touchwood Entertainment Limited,BE,21-Jan-20,10,INE486Y01013,10
TPHQ,Teamo Productions HQ Limited,BE,30-Jan-09,1,INE065J01024,1
TPLPLASTEH,TPL Plastech Limited,EQ,20-May-15,2,INE413G01022,2
TRACXN,Tracxn Technologies Limited,EQ,20-Oct-22,1,INE0HMF01019,1
TRANSRAILL,Transrail Lighting Limited,EQ,27-Dec-24,2,INE454P01035,2
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ,01-Mar-95,10,INE757B01015,10
TREEHOUSE,Tree House Education & Accessories Limited,BE,26-Aug-11,10,INE040M01013,10
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-Dec-18,10,INE00CA01015,10
TREL,Transindia Real Estate Limited,EQ,10-Aug-23,2,INE0O3901029,2
TRENT,Trent Limited,EQ,07-Jun-04,1,INE849A01020,1
TRF,TRF Limited,EQ,26-Mar-10,10,INE391D01019,10
TRIDENT,Trident Limited,EQ,21-Feb-01,1,INE064C01022,1
TRIGYN,Trigyn Technologies Limited,EQ,09-Apr-98,10,INE948A01012,10
TRITURBINE,Triveni Turbine Limited,EQ,28-Oct-11,1,INE152M01016,1
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-Dec-05,1,INE256C01024,1
TRU,TruCap Finance Limited,BE,20-Jun-23,2,INE615R01029,2
TTKHLTCARE,TTK Healthcare Limited,EQ,02-Dec-15,10,INE910C01018,10
TTKPRESTIG,TTK Prestige Limited,EQ,22-Dec-99,1,INE690A01028,1
TTL,T T Limited,EQ,22-Feb-07,1,INE592B01024,1
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-Oct-00,10,INE517B01013,10
TVSELECT,TVS Electronics Limited,EQ,26-Dec-03,10,INE236G01019,10
TVSHLTD,TVS Holdings Limited,EQ,23-Oct-12,5,INE105A01035,5
TVSMOTOR,TVS Motor Company Limited,EQ,02-Aug-00,1,INE494B01023,1
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-Aug-23,1,INE395N01027,1
TVSSRICHAK,TVS Srichakra Limited,EQ,13-Feb-07,10,INE421C01016,10
TVTODAY,TV Today Network Limited,EQ,16-Jan-04,5,INE038F01029,5
TVVISION,TV Vision Limited,BE,15-Sep-16,10,INE871L01013,10
UBL,United Breweries Limited,EQ,28-Jul-08,1,INE686F01025,1
UCAL,UCAL LIMITED,EQ,13-Sep-95,10,INE139B01016,10
UCOBANK,UCO Bank,EQ,09-Oct-03,10,INE691A01018,10
UDAICEMENT,Udaipur Cement Works Limited,EQ,23-Apr-24,4,INE225C01029,4
UDS,Updater Services Limited,EQ,04-Oct-23,10,INE851I01011,10
UFLEX,UFLEX Limited,EQ,23-Aug-95,10,INE516A01017,10
UFO,UFO Moviez India Limited,EQ,14-May-15,10,INE527H01019,10
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-Aug-10,1,INE071E01023,1
UGROCAP,Ugro Capital Limited,EQ,11-Aug-21,10,INE583D01011,10
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-Dec-19,10,INE551W01018,10
ULTRACEMCO,UltraTech Cement Limited,EQ,24-Aug-04,10,INE481G01011,10
UMAEXPORTS,Uma Exports Limited,EQ,07-Apr-22,10,INE0GIU01018,10
UMANGDAIRY,Umang Dairies Limited,EQ,02-Dec-15,5,INE864B01027,5
UMESLTD,Usha Martin Education & Solutions Limited,BE,12-Jul-10,1,INE240C01028,1
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,01-Nov-00,5,INE398B01018,5
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-Feb-01,2,INE351A01035,2
UNIDT,United Drilling Tools Limited,EQ,25-Sep-20,10,INE961D01019,10
UNIECOM,Unicommerce Esolutions Limited,EQ,13-Aug-24,1,INE00U401027,1
UNIENTER,Uniphos Enterprises Limited,EQ,23-Jan-04,2,INE037A01022,2
UNIINFO,Uniinfo Telecom Services Limited,BE,12-Jan-22,10,INE481Z01011,10
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-Dec-24,5,INE0U3I01011,5
UNIONBANK,Union Bank of India,EQ,24-Sep-02,10,INE692A01016,10
UNIPARTS,Uniparts India Limited,EQ,12-Dec-22,10,INE244O01017,10
UNITDSPR,United Spirits Limited,EQ,27-Sep-01,2,INE854D01024,2
UNITECH,Unitech Limited,BZ,08-Sep-99,2,INE694A01020,2
UNITEDPOLY,United Polyfab Gujarat Limited,EQ,31-Dec-21,1,INE368U01029,1
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-Jan-15,10,INE458F01011,10
UNIVASTU,Univastu India Limited,EQ,22-Jun-20,10,INE562X01013,10
UNIVCABLES,Universal Cables Limited,EQ,17-May-95,10,INE279A01012,10
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-Feb-20,10,INE03V001013,10
UNOMINDA,UNO Minda Limited,EQ,02-Feb-07,2,INE405E01023,2
UPL,UPL Limited,EQ,23-Jan-04,2,INE628A01036,2
URAVIDEF,Uravi Defence and Technology Limited,BE,05-Jul-23,10,INE568Z01015,10
URJA,Urja Global Limited,EQ,28-Mar-17,1,INE550C01020,1
USHAMART,Usha Martin Limited,EQ,11-Oct-00,1,INE228A01035,1
USK,Udayshivakumar Infra Limited,EQ,03-Apr-23,10,INE0N0Y01013,10
UTIAMC,UTI Asset Management Company Limited,EQ,12-Oct-20,10,INE094J01016,10
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-Jul-23,10,INE735W01017,10
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-Apr-06,10,INE786F01031,10
UYFINCORP,U. Y. Fincorp Limited,EQ,03-Oct-24,5,INE152C01025,5
V2RETAIL,V2 Retail Limited,BE,04-Jul-07,10,INE945H01013,10
VADILALIND,Vadilal Industries Limited,EQ,15-Jun-11,10,INE694D01016,10
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-Apr-04,2,INE884A01027,2
VAISHALI,Vaishali Pharma Limited,EQ,15-Jan-20,2,INE972X01022,2
VAKRANGEE,Vakrangee Limited,BE,03-Apr-06,1,INE051B01021,1
VALIANTLAB,Valiant Laboratories Limited,BE,06-Oct-23,10,INE0JWS01017,10
VALIANTORG,Valiant Organics Limited,EQ,23-Jul-21,10,INE565V01010,10
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-Sep-03,10,INE116G01013,10
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-May-03,1,INE835A01029,1
VARROC,Varroc Engineering Limited,EQ,06-Jul-18,1,INE665L01035,1
VASCONEQ,Vascon Engineers Limited,EQ,15-Feb-10,10,INE893I01013,10
VASWANI,Vaswani Industries Limited,EQ,20-Sep-11,10,INE590L01019,10
VBL,Varun Beverages Limited,EQ,08-Nov-16,2,INE200M01039,2
VCL,Vaxtex Cotfab Limited,EQ,19-Apr-22,1,INE098201036,1
VEDL,Vedanta Limited,EQ,13-May-98,1,INE205A01025,1
VEEDOL,Veedol Corporation Limited,EQ,16-Jan-07,2,INE484C01030,2
VENKEYS,Venky's (India) Limited,EQ,28-Jul-03,10,INE398A01010,10
VENTIVE,Ventive Hospitality Limited,EQ,30-Dec-24,1,INE781S01027,1
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-May-22,10,INE0JA001018,10
VENUSREM,Venus Remedies Limited,EQ,20-Dec-06,10,INE411B01019,10
VERANDA,Veranda Learning Solutions Limited,EQ,11-Apr-22,10,INE0IQ001011,10
VERTOZ,Vertoz Limited,BE,14-May-20,1,INE188Y01023,1
VESUVIUS,Vesuvius India Limited,EQ,04-Oct-02,10,INE386A01015,10
VETO,Veto Switchgears And Cables Limited,EQ,29-Apr-15,10,INE918N01018,10
VGUARD,V-Guard Industries Limited,EQ,13-Mar-08,1,INE951I01027,1
VHL,Vardhman Holdings Limited,EQ,30-Jun-05,10,INE701A01023,10
VHLTD,Viceroy Hotels Limited,BE,03-Apr-24,10,INE048C01025,10
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-Mar-16,1,INE632C01026,1
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-Sep-21,1,INE043W01024,1
VIJIFIN,Viji Finance Limited,EQ,11-Jul-16,1,INE159N01027,1
VIKASECO,Vikas EcoTech Limited,EQ,12-Dec-11,1,INE806A01020,1
VIKASLIFE,Vikas Lifecare Limited,EQ,08-May-19,1,INE161L01027,1
VIMTALABS,Vimta Labs Limited,EQ,15-Dec-05,2,INE579C01029,2
VINATIORGA,Vinati Organics Limited,EQ,28-Jul-09,1,INE410B01037,1
VINCOFE,Vintage Coffee And Beverages Limited,EQ,18-Oct-24,10,INE498Q01014,10
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-Feb-95,10,INE707A01012,10
VINEETLAB,Vineet Laboratories Limited,BE,15-Jun-21,10,INE505Y01010,10
VINNY,Vinny Overseas Limited,BE,28-Nov-22,1,INE01KI01027,1
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-Jul-08,1,INE250B01029,1
VIPCLOTHNG,VIP Clothing Limited,BE,06-Aug-07,2,INE450G01024,2
VIPIND,VIP Industries Limited,EQ,02-Mar-05,2,INE054A01027,2
VIPULLTD,Vipul Limited,BE,23-Apr-15,1,INE946H01037,1
VIRINCHI,Virinchi Limited,EQ,03-May-23,10,INE539B01017,10
VISAKAIND,Visaka Industries Limited,EQ,28-Aug-96,2,INE392A01021,2
VISASTEEL,Visa Steel Limited,BE,17-Mar-06,10,INE286H01012,10
VISHNU,Vishnu Chemicals Limited,EQ,05-Mar-15,2,INE270I01022,2
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-Oct-19,2,INE430N01022,2
VIVIDHA,Visagar Polytex Limited,EQ,21-May-13,1,INE370E01029,1
VLEGOV,VL E-Governance & IT Solutions Limited,BE,14-Aug-23,10,INE03HW01020,10
VLSFINANCE,VLS Finance Limited,EQ,25-May-95,10,INE709A01018,10
VMART,V-Mart Retail Limited,EQ,20-Feb-13,10,INE665J01013,10
VMM,Vishal Mega Mart Limited,EQ,18-Dec-24,10,INE01EA01019,10
VOLTAMP,Voltamp Transformers Limited,EQ,20-Sep-06,10,INE540H01012,10
VOLTAS,Voltas Limited,EQ,12-Apr-95,1,INE226A01021,1
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-Sep-23,10,INE0AE001013,10
VRAJ,Vraj Iron and Steel Limited,EQ,03-Jul-24,10,INE0S2V01010,10
VRLLOG,VRL Logistics Limited,EQ,30-Apr-15,10,INE366I01010,10
VSSL,Vardhman Special Steels Limited,EQ,17-May-12,10,INE050M01012,10
VSTIND,VST Industries Limited,EQ,05-Sep-03,10,INE710A01016,10
VSTL,Vibhor Steel Tubes Limited,EQ,20-Feb-24,10,INE0QTF01015,10
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-Jun-11,10,INE764D01017,10
VTL,Vardhman Textiles Limited,EQ,14-Jan-03,2,INE825A01020,2
WAAREEENER,Waaree Energies Limited,EQ,28-Oct-24,10,INE377N01017,10
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-Apr-25,2,INE299N01021,2
WABAG,VA Tech Wabag Limited,EQ,13-Oct-10,2,INE956G01038,2
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-Sep-96,2,INE711A01022,2
WANBURY,Wanbury Limited,EQ,29-Jan-07,10,INE107F01022,10
WCIL,Western Carriers (India) Limited,EQ,24-Sep-24,5,INE0CJF01024,5
WEALTH,Wealth First Portfolio Managers Limited,BE,20-Jan-21,10,INE658T01017,10
WEBELSOLAR,Websol Energy System Limited,EQ,15-May-07,10,INE855C01015,10
WEIZMANIND,Weizmann Limited,EQ,10-May-95,10,INE080A01014,10
WEL,Wonder Electricals Limited,EQ,17-Jan-22,1,INE02WG01024,1
WELCORP,Welspun Corp Limited,EQ,24-May-05,5,INE191B01025,5
WELENT,Welspun Enterprises Limited,EQ,04-Nov-04,10,INE625G01013,10
WELINV,Welspun Investments and Commercials Limited,EQ,20-Sep-10,10,INE389K01018,10
WELSPUNLIV,Welspun Living Limited,EQ,04-Dec-03,1,INE192B01031,1
WENDT,Wendt (India) Limited,EQ,07-Aug-06,10,INE274C01019,10
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,05-Jun-23,2,INE274F01020,2
WEWIN,WE WIN LIMITED,BE,15-Jun-22,10,INE082W01014,10
WHEELS,Wheels India Limited,EQ,07-Apr-00,10,INE715A01015,10
